Last login: Thu Feb 20 14:08:16 on console
maclab-123:~ huber021$ ps
  PID TTY           TIME CMD
78570 ttys000    0:00.01 -bash
maclab-123:~ huber021$ ps x
  PID   TT  STAT      TIME COMMAND
carta006         55892   0.0  0.1  4369180  16172   ??  S    Tue06PM   0:01.33 /System/Library/PrivateFrameworks/GeoServices.framework/Ve
carta006         55891   0.0  0.2  4367960  31964   ??  S    Tue06PM   0:07.88 /usr/libexec/sharingd
carta006         55887   0.0  0.3  4953288  44124   ??  S    Tue06PM   0:01.99 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/
bui00002         55872   0.0  0.1  4354680  16332   ??  S    Tue06PM   0:00.31 /System/Library/PrivateFrameworks/IMDPersistence.framework
carta006         55867   0.0  0.1  4355032  15704   ??  S    Tue06PM   0:00.40 /System/Library/PrivateFrameworks/CloudDocsDaemon.framewor
carta006         55854   0.0  0.1  4355228  15856   ??  S    Tue06PM   0:00.16 /usr/libexec/dmd
carta006         55838   0.0  0.2  4396704  27476   ??  S    Tue06PM   0:02.47 /usr/libexec/studentd
bui00002         55835   0.0  0.0  4363716   7956   ??  S    Tue06PM   0:05.53 /usr/libexec/secinitd
bui00002         55834   0.0  0.0  4358996   7040   ??  S    Tue06PM   0:00.37 /usr/libexec/languageassetd --firstLogin
bui00002         55819   0.0  0.1  4370180   9096   ??  S    Tue06PM   0:12.06 /usr/libexec/lsd
bui00002         55815   0.0  0.0  4328420   1896   ??  S    Tue06PM   0:00.47 /usr/sbin/distnoted agent
bui00002         55783   0.0  0.0  4327752   2704   ??  S    Tue06PM   0:01.34 /usr/sbin/cfprefsd agent
bui00002         55782   0.0  0.1  4354008   9248   ??  S    Tue06PM   0:00.09 /System/Library/Frameworks/LocalAuthentication.framework/S
huber021         53693   0.0  0.1  4365672  10032   ??  S    Tue02PM   0:00.34 /System/Library/Frameworks/ApplicationServices.framework/F
huber021         53508   0.0  0.1  4456244  11140   ??  S    Tue02PM   0:00.16 /System/Library/PrivateFrameworks/ContextKit.framework/Ver
huber021         53440   0.0  0.2  4356812  26108   ??  S    Tue02PM   0:00.21 /System/Library/PrivateFrameworks/SafariShared.framework/V
huber021         53392   0.0  0.1  4355080   9840   ??  S    Tue02PM   0:00.09 /System/Library/CoreServices/Menu Extras/SafeEjectGPUExtra
huber021         53322   0.0  0.1  4319496  11668   ??  S    Tue02PM   0:00.10 /System/Library/PrivateFrameworks/CloudServices.framework/
huber021         53296   0.0  0.1  4354016  22356   ??  S    Tue02PM   0:00.15 /System/Library/PrivateFrameworks/CloudPhotoServices.frame
huber021         53245   0.0  0.1  4358468  14616   ??  S    Tue02PM   0:03.61 /usr/libexec/pkd
huber021         53104   0.0  0.0  4354528   7360   ??  S    Tue02PM   0:00.26 /System/Library/Frameworks/CoreServices.framework/Versions
huber021         53023   0.0  0.1  4354812  17472   ??  S    Tue02PM   0:00.36 /System/Library/PrivateFrameworks/IMDPersistence.framework
huber021         53003   0.0  0.1  4363108  12784   ??  S    Tue02PM   0:06.11 /usr/libexec/secinitd
huber021         53001   0.0  0.0  4358996   7028   ??  S    Tue02PM   0:00.37 /usr/libexec/languageassetd --firstLogin
huber021         52988   0.0  0.1  4371876  12136   ??  S    Tue02PM   0:13.40 /usr/libexec/lsd
huber021         52976   0.0  0.0  4328420   3512   ??  S    Tue02PM   0:01.03 /usr/sbin/distnoted agent
huber021         52937   0.0  0.0  4327784   3568   ??  S    Tue02PM   0:02.51 /usr/sbin/cfprefsd agent
huber021         52936   0.0  0.1  4354188  10388   ??  S    Tue02PM   0:00.12 /System/Library/Frameworks/LocalAuthentication.framework/S
root             52611   0.0  0.2  4391200  36484   ??  Ss   Tue02PM   0:07.45 /usr/libexec/sandboxd
might001         14780   0.0  0.1  4495676   9824   ??  S    Mon09AM   0:00.19 /System/Library/PrivateFrameworks/ContextKit.framework/Ver
might001         14775   0.0  0.0  4327756   5072   ??  S    Mon09AM   0:00.11 /System/Library/Frameworks/MediaAccessibility.framework/Ve
might001         14746   0.0  0.1  4357676  24768   ??  S    Mon09AM   0:00.25 /System/Library/PrivateFrameworks/SafariShared.framework/V
might001         14581   0.0  0.1  4355080   9600   ??  S    Mon09AM   0:00.13 /System/Library/CoreServices/Menu Extras/SafeEjectGPUExtra
might001         14456   0.0  0.1  4327688  11692   ??  S    Mon09AM   0:00.16 /System/Library/PrivateFrameworks/CloudServices.framework/
might001         14453   0.0  0.1  4354252  21896   ??  S    Mon09AM   0:00.22 /System/Library/PrivateFrameworks/CloudPhotoServices.frame
might001         14381   0.0  0.1  4359308  12308   ??  S    Mon09AM   0:06.02 /usr/libexec/pkd
might001         14293   0.0  0.0  4354528   5688   ??  S    Mon09AM   0:00.24 /System/Library/Frameworks/CoreServices.framework/Versions
carta006         14277   0.0  0.1  4327852  18632   ??  S    Mon09AM   0:01.99 /System/Library/PrivateFrameworks/ContactsAgent.framework/
might001         14230   0.0  0.1  4354812  16344   ??  S    Mon09AM   0:00.52 /System/Library/PrivateFrameworks/IMDPersistence.framework
might001         14210   0.0  0.0  4359300   7788   ??  S    Mon09AM   0:06.19 /usr/libexec/secinitd
might001         14208   0.0  0.0  4357220   7068   ??  S    Mon09AM   0:00.42 /usr/libexec/languageassetd --firstLogin
might001         14199   0.0  0.1  4370996   9544   ??  S    Mon09AM   0:14.49 /usr/libexec/lsd
might001         14193   0.0  0.0  4328420   1964   ??  S    Mon09AM   0:01.38 /usr/sbin/distnoted agent
might001         14136   0.0  0.0  4327780   2824   ??  S    Mon09AM   0:03.27 /usr/sbin/cfprefsd agent
might001         14135   0.0  0.1  4354188   9896   ??  S    Mon09AM   0:00.16 /System/Library/Frameworks/LocalAuthentication.framework/S
root             12851   0.0  0.0  4302476   4164   ??  Ss   Mon07AM   0:00.01 /usr/libexec/applessdstatistics
root             12822   0.0  0.0  4294832    424   ??  SNs  Mon07AM   0:00.00 /usr/libexec/periodic-wrapper monthly
_netbios         12134   0.0  0.0  4330376   1864   ??  SNs  Mon05AM   0:02.26 /usr/sbin/netbiosd
hall0074         71476   0.0  0.0  4327796   1988   ??  S    13Feb20   0:00.58 /System/Library/Frameworks/ApplicationServices.framework/V
carta006         71401   0.0  0.0  4327544    824   ??  S    13Feb20   0:00.03 /System/Library/PrivateFrameworks/CloudServices.framework/
carta006         71396   0.0  0.0  4327200   1408   ??  S    13Feb20   0:00.36 /System/Library/PrivateFrameworks/MediaRemote.framework/Su
carta006         71377   0.0  0.0  4367128   5124   ??  S    13Feb20   0:02.70 /System/Library/CoreServices/Keychain Circle Notification.
carta006         71374   0.0  0.0  4327196   1212   ??  S    13Feb20   0:00.27 /System/Library/PrivateFrameworks/CoreCDP.framework/Versio
carta006         71012   0.0  0.0  4327824   1636   ??  S    13Feb20   0:00.47 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/D
carta006         70427   0.0  0.0  4356024   3692   ??  S    13Feb20   0:00.73 /System/Library/PrivateFrameworks/DistributedEvaluation.fr
carta006         67389   0.0  0.0  4328276     72   ??  S    13Feb20   0:00.03 /usr/libexec/spindump_agent
carta006         63848   0.0  0.0  4818504      8   ??  Ss   12Feb20   0:00.09 /System/Library/Frameworks/Metal.framework/Versions/A/XPCS
carta006         63847   0.0  0.0  4837344      8   ??  Ss   12Feb20   0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCS
carta006         63838   0.0  0.0 106165592   6832   ??  Ss   12Feb20   0:03.56 /System/Library/Frameworks/WebKit.framework/Versions/A/XPC
carta006         63837   0.0  0.1 89835452  11024   ??  Ss   12Feb20   0:08.62 /System/Library/Frameworks/WebKit.framework/Versions/A/XPC
carta006         63833   0.0  3.5 107081300 588384   ??  Ss   12Feb20   4:33.07 /System/Library/Frameworks/WebKit.framework/Versions/A/XPC
carta006         63669   0.0  0.0  4364536   4492   ??  Ss   12Feb20   0:01.88 /System/Library/PrivateFrameworks/SafariShared.framework/V
carta006         63550   0.0  0.0  4320640    384   ??  S    12Feb20   0:00.03 /usr/libexec/USBAgent
root             63544   0.0  0.0  4829244   5668   ??  Ss   12Feb20   0:00.10 /System/Library/Frameworks/Metal.framework/Versions/A/XPCS
carta006         63538   0.0  0.0  4319632    160   ??  S    12Feb20   0:00.02 /System/Library/CoreServices/ReportCrash agent
carta006         63399   0.0  0.0  4355420   1740   ??  S    12Feb20   0:01.45 /System/Library/CoreServices/ScopedBookmarkAgent
carta006         63398   0.0  0.0  4845216      8   ??  Ss   12Feb20   0:00.21 /System/Library/Frameworks/Metal.framework/Versions/A/XPCS
carta006         63395   0.0  0.2  5036636  29864   ??  S    12Feb20   0:06.93 /Applications/Preview.app/Contents/MacOS/Preview -psn_0_39
carta006         63393   0.0  0.0  4327856    948   ??  S    12Feb20   0:00.38 /System/Library/Frameworks/CoreServices.framework/Framewor
carta006         63392   0.0  0.0  4882680   3780   ??  Ss   12Feb20   0:02.41 /Applications/Safari.app/Contents/XPCServices/com.apple.Sa
carta006         63389   0.0  0.0  4327756   1300   ??  S    12Feb20   0:00.48 /System/Library/Frameworks/MediaAccessibility.framework/Ve
carta006         63388   0.0  0.0  4300780      8   ??  Ss   12Feb20   0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServi
carta006         63247   0.0  0.0  4360040   1368   ??  S    12Feb20   0:00.91 /System/Library/PrivateFrameworks/ContactsDonation.framewo
carta006         63245   0.0  0.0  4845268      8   ??  Ss   12Feb20   0:00.21 /System/Library/Frameworks/Metal.framework/Versions/A/XPCS
carta006         63244   0.0  1.3  5142404 210136   ??  S    12Feb20   0:25.60 /Applications/Mail.app/Contents/MacOS/Mail
carta006         63237   0.0  0.0  4363620   6576   ??  S    12Feb20   0:05.83 /usr/libexec/keyboardservicesd
carta006         63236   0.0  0.2  4586440  26784   ??  S    12Feb20   0:02.88 /System/Library/Services/AppleSpell.service/Contents/MacOS
carta006         63234   0.0  0.0  4837208      8   ??  Ss   12Feb20   0:00.19 /System/Library/Frameworks/Metal.framework/Versions/A/XPCS
carta006         63225   0.0  0.0  4355220   1848   ??  Ss   12Feb20   0:00.64 /System/Library/PrivateFrameworks/AssistantServices.framew
carta006         63221   0.0  0.0  4388480   1744   ??  S    12Feb20   0:02.11 /System/Library/Frameworks/ApplicationServices.framework/F
carta006         63157   0.0  0.0  4327436    788   ??  S    12Feb20   0:00.05 /System/Library/PrivateFrameworks/CoreFollowUp.framework/V
carta006         63156   0.0  0.0  4363860   4680   ??  S    12Feb20   0:05.27 /System/Library/PrivateFrameworks/AppStoreDaemon.framework
carta006         63151   0.0  0.0  4355932   2036   ??  S    12Feb20   0:01.24 /usr/libexec/silhouette
carta006         63150   0.0  0.0  4354804    984   ??  S    12Feb20   0:00.74 /System/Library/PrivateFrameworks/UsageTracking.framework/
carta006         63143   0.0  0.0  4354768   3468   ??  S    12Feb20   0:01.15 /System/Library/PrivateFrameworks/IMDPersistence.framework
carta006         63142   0.0  0.0  4353856   1348   ??  S    12Feb20   0:00.62 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/
carta006         63141   0.0  0.0  4358040   1556   ??  Ss   12Feb20   0:00.57 /System/Library/PrivateFrameworks/CommerceKit.framework/Ve
carta006         63140   0.0  0.0  4370924   4452   ??  S    12Feb20   0:02.98 /System/Library/PrivateFrameworks/CommerceKit.framework/Re
carta006         63139   0.0  0.0  4371064   7788   ??  S    12Feb20   0:05.11 /System/Library/PrivateFrameworks/CommerceKit.framework/Ve
carta006         63138   0.0  0.0  4355028   1480   ??  S    12Feb20   0:00.66 /System/Library/PrivateFrameworks/CommerceKit.framework/Ve
carta006         63135   0.0  0.0  4328468   3244   ??  S    12Feb20   0:00.54 /System/Library/CoreServices/Software Update.app/Contents/
carta006         63123   0.0  0.0  4356188   3968   ??  S    12Feb20   1:11.85 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/
carta006         63122   0.0  0.0  4327840    776   ??  S    12Feb20   0:00.54 /System/Library/Frameworks/ColorSync.framework/Support/col
carta006         63120   0.0  0.1  5009372  12420   ??  S    12Feb20   0:11.63 /Applications/Utilities/Adobe Creative Cloud Experience/CC
carta006         63119   0.0  0.0  4956388   5408   ??  S    12Feb20   0:14.25 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/
carta006         63116   0.0  0.1  4867296  18248   ??  S    12Feb20   3:17.90 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative 
carta006         63111   0.0  0.1  5031688  16928   ??  S    12Feb20   0:11.40 /Library/Application Support/Adobe/Creative Cloud Librarie
carta006         63109   0.0  0.0  4355664   4068   ??  S    12Feb20   0:57.60 /Library/Application Support/Adobe/Adobe Desktop Common/AD
carta006         63106   0.0  0.1  4812108  19016   ??  S    12Feb20   0:04.03 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative 
carta006         63105   0.0  0.0  4356188   3660   ??  S    12Feb20   0:58.33 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative 
carta006         63103   0.0  0.2  5669732  30032   ??  S    12Feb20   0:57.07 /Library/Application Support/Adobe/Adobe Desktop Common/AD
carta006         63102   0.0  0.0  4355660    824   ??  Ss   12Feb20   0:00.63 /System/Library/Frameworks/VideoToolbox.framework/Versions
carta006         63101   0.0  0.0  4663764   7628   ??  S    12Feb20   2:26.63 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative 
carta006         63097   0.0  0.0  4373888   3916   ??  S    12Feb20   0:28.79 /Library/Application Support/Adobe/Adobe Desktop Common/IP
carta006         63094   0.0  0.0  4329020   1080   ??  S    12Feb20   0:00.51 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -
carta006         63093   0.0  0.0  4328584   1436   ??  S    12Feb20   0:00.58 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp
carta006         63091   0.0  0.2  4403916  29332   ??  S    12Feb20   0:05.62 /Library/Application Support/Malwarebytes/Malwarebytes End
carta006         63089   0.0  0.0  4376928   6728   ??  S    12Feb20   0:06.60 /System/Library/PrivateFrameworks/Noticeboard.framework/Ve
carta006         63088   0.0  0.1  4735756  20396   ??  S    12Feb20   1:43.21 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative 
carta006         63087   0.0  0.0  4355488   2896   ??  S    12Feb20   0:04.15 /System/Library/CoreServices/cloudpaird
carta006         63086   0.0  0.0  4360704   5144   ??  S    12Feb20   0:03.02 /usr/libexec/knowledge-agent
carta006         63085   0.0  0.0  4879076   3680   ??  S    12Feb20   0:03.57 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/M
carta006         63084   0.0  0.0  4381796   4604   ??  S    12Feb20   0:03.06 /Library/Application Support/Pharos/Notify.app/Contents/Ma
carta006         63081   0.0  0.0  4355252   4416   ??  S    12Feb20   0:00.75 /System/Library/Image Capture/Support/icdd
carta006         63079   0.0  0.0  4361324   4440   ??  S    12Feb20   0:03.75 /System/Library/Frameworks/InputMethodKit.framework/Resour
carta006         63077   0.0  0.0  4355080   2812   ??  SN   12Feb20   0:00.49 /usr/local/jamf/bin/jamfAgent
carta006         63075   0.0  0.0  4353896   1052   ??  S    12Feb20   0:00.61 /System/Library/CoreServices/SocialPushAgent.app/Contents/
carta006         63070   0.0  0.0  4327400   2456   ??  S    12Feb20   0:00.19 /System/Library/PrivateFrameworks/CoreSpeech.framework/cor
carta006         63054   0.0  0.0  4354824   3648   ??  S    12Feb20   0:02.32 /System/Library/PrivateFrameworks/ProtectedCloudStorage.fr
carta006         63040   0.0  0.0  4327356   1464   ??  S    12Feb20   0:00.58 /System/Library/CoreServices/EscrowSecurityAlert.app/Conte
carta006         63037   0.0  0.0  4354520   1848   ??  Ss   12Feb20   0:00.67 /System/Library/PrivateFrameworks/FMClient.framework/Versi
carta006         63036   0.0  0.0  4354620   2552   ??  S    12Feb20   0:00.76 /usr/libexec/siriknowledged
carta006         63033   0.0  0.0  4356616   2532   ??  Ss   12Feb20   0:01.35 /System/Library/Frameworks/iTunesLibrary.framework/Version
carta006         63031   0.0  0.0  4310256      8   ??  Ss   12Feb20   0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServi
carta006         63030   0.0  0.1  4370084  14236   ??  S    12Feb20   0:07.61 /System/Library/PrivateFrameworks/AssistantServices.framew
carta006         63026   0.0  0.0  4359896   3888   ??  S    12Feb20   0:00.93 /System/Library/Frameworks/AudioToolbox.framework/AudioCom
carta006         63018   0.0  0.0  4690708   4852   ??  S    12Feb20   0:02.01 /System/Library/Frameworks/CoreServices.framework/Framewor
carta006         63017   0.0  0.1  4535108  11272   ??  S    12Feb20   0:00.90 /System/Library/PrivateFrameworks/ContextKit.framework/Ver
carta006         63015   0.0  0.0  4373196   1424   ??  S    12Feb20   0:04.71 /System/Library/PrivateFrameworks/Tourist.framework/Versio
carta006         63014   0.0  0.0  4367208   8240   ??  S    12Feb20   0:04.00 /usr/libexec/adprivacyd
carta006         62990   0.0  0.0  4359708   2496   ??  S    12Feb20   0:00.86 /System/Library/PrivateFrameworks/PhotoLibraryPrivate.fram
carta006         62988   0.0  0.0  4404524   6332   ??  Ss   12Feb20   0:02.06 /System/Library/Frameworks/MediaLibrary.framework/Versions
carta006         62972   0.0  0.0  4354252   2412   ??  S    12Feb20   0:00.72 /System/Library/PrivateFrameworks/CloudPhotoServices.frame
carta006         62962   0.0  0.0  4356616   2144   ??  Ss   12Feb20   0:01.32 /System/Library/Frameworks/iTunesLibrary.framework/Version
carta006         62953   0.0  0.0  4354076   1576   ??  S    12Feb20   0:00.68 /System/Library/PrivateFrameworks/QuickLookThumbnailing.fr
carta006         62952   0.0  0.0  4327384   1660   ??  Ss   12Feb20   0:00.68 /System/Library/PrivateFrameworks/AssistantServices.framew
carta006         62951   0.0  0.0  4360976   2612   ??  S    12Feb20   0:00.75 /System/Library/PrivateFrameworks/CommerceKit.framework/Ve
carta006         62950   0.0  0.0  4354972   3880   ??  S    12Feb20   0:01.07 /System/Library/CoreServices/diagnostics_agent
carta006         62949   0.0  0.0  4396672   5900   ??  S    12Feb20   0:06.38 /System/Library/CoreServices/cloudphotosd.app/Contents/Mac
carta006         62929   0.0  0.0  4356132   5744   ??  S    12Feb20   0:01.50 /usr/libexec/videosubscriptionsd
carta006         62927   0.0  0.0  4355080   1336   ??  S    12Feb20   0:00.60 /System/Library/CoreServices/Menu Extras/SafeEjectGPUExtra
carta006         62926   0.0  0.0  4839696    892   ??  S    12Feb20   0:00.02 SafeEjectGPUAgent
carta006         62925   0.0  0.0  4328440   1428   ??  Ss   12Feb20   0:00.59 /System/Library/PrivateFrameworks/SafariShared.framework/V
carta006         62921   0.0  0.2 106850176  26340   ??  Ss   12Feb20   1:10.20 /System/Library/Frameworks/WebKit.framework/Versions/A/XPC
carta006         62911   0.0  0.0  4356020   2388   ??  Ss   12Feb20   0:02.35 /System/Library/PrivateFrameworks/IMFoundation.framework/X
carta006         62910   0.0  0.0  4354516    952   ??  S    12Feb20   0:00.69 /System/Library/PrivateFrameworks/CallHistory.framework/Su
carta006         62907   0.0  0.1  4888152   8728   ??  Ss   12Feb20   0:04.23 /System/Library/CoreServices/Dock.app/Contents/XPCServices
carta006         62905   0.0  0.1  4383272  18948   ??  S    12Feb20   1:11.06 /System/Library/PrivateFrameworks/SafariSafeBrowsing.frame
carta006         62904   0.0  0.0  4360300   4652   ??  S    12Feb20   0:03.67 /System/Library/PrivateFrameworks/CacheDelete.framework/de
carta006         62899   0.0  0.0  4327636    976   ??  Ss   12Feb20   0:00.04 /System/Library/PrivateFrameworks/login.framework/Versions
carta006         62898   0.0  0.0  4358604   2844   ??  S    12Feb20   0:00.62 /System/Library/CoreServices/pbs
carta006         62897   0.0  0.0  4354300   2808   ??  Ss   12Feb20   0:05.21 /System/Library/PrivateFrameworks/CoreWLANKit.framework/Ve
carta006         62896   0.0  0.0  4374824   5484   ??  S    12Feb20   0:04.64 /System/Library/CoreServices/CoreLocationAgent.app/Content
carta006         62891   0.0  0.0  4327796   1388   ??  S    12Feb20   0:00.82 /System/Library/Frameworks/ApplicationServices.framework/V
carta006         62887   0.0  0.0  4845700      8   ??  Ss   12Feb20   0:00.13 /System/Library/Frameworks/Metal.framework/Versions/A/XPCS
carta006         62876   0.0  0.2  4397072  27388   ??  Ss   12Feb20   1:37.53 /System/Library/Frameworks/WebKit.framework/Versions/A/XPC
carta006         62874   0.0  0.0  4418320   3540   ??  Ss   12Feb20   0:04.25 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/
carta006         62870   0.0  0.1  4389600  10504   ??  Ss   12Feb20   0:05.66 /System/Library/Frameworks/VideoToolbox.framework/Versions
carta006         62867   0.0  0.0  4357964   3400   ??  S    12Feb20   0:00.91 /System/Library/PrivateFrameworks/SafariShared.framework/V
carta006         62858   0.0  0.1  4949536  18528   ??  S    12Feb20   0:13.29 /System/Library/CoreServices/Finder.app/Contents/MacOS/Fin
carta006         62857   0.0  0.2  4936968  37576   ??  S    12Feb20   0:42.93 /System/Library/CoreServices/SystemUIServer.app/Contents/M
carta006         62856   0.0  0.8  5702880 130476   ??  S    12Feb20   0:59.39 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
carta006         62854   0.0  0.4  6510168  63884   ??  S    12Feb20   3:31.62 /Applications/Safari.app/Contents/MacOS/Safari -psn_0_3793
carta006         62852   0.0  0.0  4369800   6624   ??  S    12Feb20   0:05.33 /System/Library/PrivateFrameworks/CommerceKit.framework/Ve
carta006         62835   0.0  0.0  4357356   8104   ??  S    12Feb20   0:02.35 /System/Library/CoreServices/mapspushd
carta006         62834   0.0  0.0  4358536   2280   ??  S    12Feb20   0:02.51 /System/Library/PrivateFrameworks/AuthKit.framework/Versio
carta006         62833   0.0  0.0  4360384   1644   ??  S    12Feb20   0:17.41 /System/Library/CoreServices/SafariSupport.bundle/Contents
carta006         62831   0.0  0.0  4356548   2476   ??  S    12Feb20   0:01.45 /usr/libexec/swcd
carta006         62827   0.0  0.1  4381624  12368   ??  S    12Feb20   0:06.64 /System/Library/PrivateFrameworks/AssistantServices.framew
carta006         62824   0.0  0.0  4329024   2012   ??  S    12Feb20   0:00.71 /System/Library/PrivateFrameworks/CommerceKit.framework/Ve
carta006         62823   0.0  0.0  4359620   7808   ??  S    12Feb20   0:24.74 /usr/libexec/pkd
carta006         62822   0.0  0.1  4369940  13292   ??  S    12Feb20   0:06.09 /System/Library/PrivateFrameworks/CoreParsec.framework/par
carta006         62821   0.0  0.0  4367108   3844   ??  S    12Feb20   0:05.40 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/
carta006         62819   0.0  0.1  4404088  12812   ??  S    12Feb20   0:02.06 /System/Library/CoreServices/iconservicesagent
carta006         62817   0.0  0.0  4327780    880   ??  S    12Feb20   0:00.50 /System/Library/CoreServices/APFSUserAgent
carta006         62816   0.0  0.0  4354604   1132   ??  S    12Feb20   0:00.63 /System/Library/PrivateFrameworks/FamilyCircle.framework/V
carta006         62812   0.0  0.0  4360404   6188   ??  Ss   12Feb20   0:06.17 /System/Library/PrivateFrameworks/CalendarNotification.fra
carta006         62810   0.0  0.0  4327160      8   ??  Ss   12Feb20   0:00.94 /System/Library/PrivateFrameworks/IMFoundation.framework/X
carta006         62809   0.0  0.0  4356020   5116   ??  Ss   12Feb20   0:02.31 /System/Library/PrivateFrameworks/IMFoundation.framework/X
carta006         62808   0.0  0.0  4361832   5300   ??  S    12Feb20   0:25.90 /usr/libexec/nsurlstoraged
carta006         62807   0.0  0.0  4355856   2740   ??  S    12Feb20   0:01.41 /usr/libexec/fmfd
carta006         62806   0.0  0.0  4356040   3388   ??  S    12Feb20   0:03.73 /System/Library/PrivateFrameworks/UserActivity.framework/A
carta006         62804   0.0  0.0  4360036   5284   ??  S    12Feb20   0:01.58 /System/Library/PrivateFrameworks/MessagesKit.framework/Re
carta006         62803   0.0  0.0  4356084   4996   ??  Ss   12Feb20   0:02.31 /System/Library/PrivateFrameworks/IMFoundation.framework/X
carta006         62802   0.0  0.1  4364072   9096   ??  S    12Feb20   0:07.44 /System/Library/PrivateFrameworks/CalendarAgent.framework/
carta006         62801   0.0  0.0  4355796   1532   ??  S    12Feb20   0:01.04 /usr/libexec/networkserviceproxy
carta006         62800   0.0  0.0  4355296   3108   ??  S    12Feb20   0:02.40 /System/Library/CoreServices/backgroundtaskmanagementagent
carta006         62796   0.0  0.0  4357828   6348   ??  S    12Feb20   0:26.19 /System/Library/Frameworks/ApplicationServices.framework/F
carta006         62795   0.0  0.0  4375240   3448   ??  S    12Feb20   0:04.84 /System/Library/CoreServices/talagent
carta006         62794   0.0  0.1  4362708  10152   ??  S    12Feb20   0:07.51 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
carta006         62792   0.0  0.0  4354976   2824   ??  S    12Feb20   0:04.06 /System/Library/PrivateFrameworks/ViewBridge.framework/Ver
carta006         62791   0.0  0.0  4328280    676   ??  S    12Feb20   0:00.09 /usr/libexec/pboard
carta006         62789   0.0  0.2  4945224  40452   ??  S    12Feb20   0:10.47 /System/Library/CoreServices/NotificationCenter.app/Conten
carta006         62786   0.0  0.0  4357312   5800   ??  S    12Feb20   0:02.83 /usr/sbin/usernoted
carta006         62784   0.0  0.0  4327508   1476   ??  S    12Feb20   0:00.38 /System/Library/Frameworks/Security.framework/Versions/A/R
carta006         62780   0.0  0.0  4355488   4584   ??  S    12Feb20   0:08.94 /usr/libexec/rapportd
carta006         62774   0.0  0.0  4327352   2172   ??  S    12Feb20   0:01.03 /System/Library/Frameworks/AddressBook.framework/Executabl
carta006         62772   0.0  0.0  4355408   1652   ??  S    12Feb20   0:01.30 /System/Library/PrivateFrameworks/IMDPersistence.framework
carta006         62770   0.0  0.0  4361816   5772   ??  S    12Feb20   0:03.85 /usr/libexec/nsurlsessiond
carta006         62769   0.0  0.0  4360276   4628   ??  S    12Feb20   0:02.27 /System/Library/PrivateFrameworks/TCC.framework/Resources/
carta006         62768   0.0  0.0  4355792   5676   ??  S    12Feb20   0:02.69 /System/Library/PrivateFrameworks/IMCore.framework/imagent
carta006         62764   0.0  0.0  4368284   7108   ??  S    12Feb20   0:08.29 /System/Library/Frameworks/Accounts.framework/Versions/A/S
carta006         62762   0.0  0.0  4357240   4640   ??  S    12Feb20   0:04.85 /usr/libexec/secinitd
carta006         62760   0.0  0.0  4356152   4136   ??  S    12Feb20   0:01.46 /System/Library/CoreServices/sharedfilelistd
carta006         62759   0.0  0.0  4364624   6936   ??  S    12Feb20   0:04.79 /System/Library/PrivateFrameworks/IDS.framework/identityse
carta006         62754   0.0  0.0  4363184   6220   ??  S    12Feb20   0:02.99 /System/Library/PrivateFrameworks/TelephonyUtilities.frame
carta006         62751   0.0  0.1  4373820  11848   ??  S    12Feb20   0:05.62 /System/Library/PrivateFrameworks/CloudKitDaemon.framework
carta006         62748   0.0  0.0  4358800   5976   ??  S    12Feb20   0:01.93 /usr/libexec/secd
carta006         62737   0.0  0.1  4366572  11508   ??  S    12Feb20   0:28.52 /usr/libexec/trustd --agent
carta006         62736   0.0  0.0  4359808   5728   ??  S    12Feb20   0:03.15 /usr/libexec/lsd
carta006         62734   0.0  0.0  4367660   6152   ??  S    12Feb20   0:11.81 /System/Library/Frameworks/CoreTelephony.framework/Support
carta006         62731   0.0  0.0  4328420   3172   ??  S    12Feb20   0:12.94 /usr/sbin/distnoted agent
carta006         62726   0.0  0.0  4357172   7608   ??  S    12Feb20   0:20.60 /usr/libexec/UserEventAgent (Aqua)
carta006         62696   0.0  0.0  4327740   2944   ??  S    12Feb20   0:38.49 /usr/sbin/cfprefsd agent
carta006         62695   0.0  0.0  4354188   2604   ??  S    12Feb20   0:00.65 /System/Library/Frameworks/LocalAuthentication.framework/S
carta006         61626   0.0  0.2  4466860  27488   ??  S    12Feb20   0:09.60 /System/Library/CoreServices/loginwindow.app/Contents/MacO
